neighborhood,avg_bedrooms,avg_bathrooms,avg_rooms,house_age,has_garage,has_pool,median_income,population,avg_occupancy,latitude,longitude,price,region
Denver Park,3,1.5,25.766666666666666,5,1,0,15.0,1940,3.7,44.4927,-110.8397,962503,Colorado
Seattle Eastside,2,2.5,18.973333333333333,13,1,1,9.99,2630,5.2,46.601,-106.9747,349815,Washington
Atlanta Central,5,3.0,16.186666666666667,51,1,0,15.0,686,2.7,43.0994,-102.6637,738398,Georgia
Austin Heights,5,2.0,32.03333333333333,20,1,1,15.0,4215,2.6,38.603,-95.0811,1396658,Texas
Palo Alto,3,2.0,20.453333333333333,47,0,1,15.0,1844,3.4,31.9468,-112.3438,929807,California
Atlanta Central,3,3.0,29.553333333333335,6,1,1,15.0,1040,3.9,25.7679,-84.3861,649817,Georgia
Palo Alto,3,2.0,24.106666666666666,65,0,0,15.0,1390,1.0,41.9415,-90.3663,808632,California
Palo Alto,3,3.0,26.026666666666667,29,1,1,15.0,1014,5.6,46.9872,-119.8724,1961288,California
Atlanta Central,5,2.0,26.206666666666667,36,1,0,15.0,3588,4.4,40.8515,-96.9709,611292,Georgia
Denver Park,4,2.0,21.78,55,1,1,15.0,4647,5.2,25.8331,-105.2109,816043,Colorado
Boston Back Bay,2,1.5,17.86,80,1,0,11.03,877,1.6,28.2073,-105.7156,386191,Massachusetts
Beverly Hills,3,1.5,20.073333333333334,64,1,0,15.0,632,3.0,34.038,-70.9302,777889,California
Phoenix Valley,2,2.5,25.133333333333333,33,1,0,15.0,4461,2.9,47.7536,-102.6988,729769,Arizona
Chicago North,3,3.0,21.18,28,1,0,15.0,2222,3.7,26.9526,-123.681,593584,Illinois
Austin Downtown,3,1.5,15.466666666666667,28,1,1,4.26,1042,3.9,32.3113,-105.4788,149243,Texas
Miami Beach,4,3.0,21.58,7,1,0,8.82,1377,5.3,37.6933,-92.0234,308655,Florida
Dallas Park Cities,3,2.0,27.14666666666667,28,1,0,2.86,3543,4.1,27.575,-95.9721,100260,Texas
Atlanta Central,5,2.0,29.106666666666666,61,1,0,15.0,877,2.9,27.7049,-120.7604,645800,Georgia
Chicago North,1,3.0,12.82,23,1,1,8.36,2311,7.3,26.58,-115.7498,292445,Illinois
Chicago North,4,3.0,31.653333333333332,32,1,0,15.0,4882,3.6,36.564,-82.6849,581168,Illinois
Dallas Park Cities,1,2.0,9.12,6,1,1,2.29,2439,2.6,31.5899,-124.6018,80000,Texas
Austin Downtown,3,2.0,10.073333333333334,21,0,1,2.9,1246,1.2,25.9085,-112.3207,101458,Texas
Austin Downtown,5,1.5,25.446666666666665,6,1,0,8.07,3914,4.1,36.542,-71.0605,282595,Texas
Portland Pearl,4,2.0,27.286666666666665,38,1,0,8.67,2443,5.0,41.8004,-88.9398,303316,Oregon
Seattle Eastside,2,3.0,16.666666666666668,24,1,0,9.93,2290,2.3,40.3833,-111.496,347557,Washington
Boston Back Bay,3,2.0,13.673333333333334,78,0,1,13.77,1652,4.9,40.7391,-114.3293,481890,Massachusetts
Austin Downtown,4,2.5,31.413333333333334,48,0,0,5.08,3889,4.1,37.6645,-102.0914,177743,Texas
Phoenix Valley,5,1.5,30.866666666666667,30,1,1,15.0,2710,1.3,42.9684,-89.4938,883709,Arizona
Atlanta Central,4,2.0,28.073333333333334,44,1,1,15.0,2677,4.9,26.4348,-115.5926,953443,Georgia
Dallas Park Cities,1,2.0,16.233333333333334,77,1,0,3.29,3951,3.6,29.3864,-83.863,115276,Texas
Atlanta Central,3,2.0,15.073333333333334,15,1,0,15.0,2133,2.3,41.176,-122.6938,677723,Georgia
Denver Park,2,2.5,19.613333333333333,21,1,0,15.0,3468,5.4,32.7221,-114.3302,565997,Colorado
Boston Back Bay,1,4.0,18.833333333333332,44,1,0,6.92,1274,5.4,30.4935,-92.5349,242059,Massachusetts
Phoenix Valley,4,3.0,32.08,9,1,1,15.0,3072,2.3,25.6221,-86.1597,777486,Arizona
Dallas Park Cities,4,2.5,29.846666666666668,42,1,0,3.9,2429,4.4,44.975,-88.0282,136337,Texas
Dallas Park Cities,1,1.5,16.733333333333334,13,1,0,4.14,2798,4.3,44.2734,-110.6003,144874,Texas
Phoenix Valley,4,3.0,16.733333333333334,70,1,0,14.84,2143,3.9,26.3909,-103.7976,519512,Arizona
Seattle Eastside,4,3.0,25.92,62,1,1,11.52,1093,3.2,32.001,-122.9303,403167,Washington
Austin Downtown,4,3.0,20.893333333333334,4,1,0,3.74,4642,3.8,29.9347,-124.9741,130816,Texas
Portland Pearl,3,2.0,28.833333333333332,44,0,0,7.34,2311,5.4,29.7561,-102.0934,256939,Oregon
Denver Park,3,1.5,28.026666666666667,17,1,0,15.0,3862,4.6,30.9358,-95.1155,725100,Colorado
Boston Back Bay,2,3.0,12.926666666666666,47,1,1,8.92,4573,1.1,31.8319,-79.8381,312329,Massachusetts
Miami Beach,3,2.0,21.753333333333334,44,1,0,7.77,2496,1.0,41.2501,-72.0534,272018,Florida
Miami Beach,3,2.0,23.32,78,1,0,2.29,4192,1.2,47.3066,-92.047,80000,Florida
Beverly Hills,3,2.0,26.8,15,1,1,15.0,2475,2.0,26.0451,-80.0896,938708,California
Phoenix Valley,2,2.5,9.06,41,1,0,14.47,791,2.9,32.4265,-117.8238,506298,Arizona
Nashville Hills,2,2.0,6.213333333333333,78,1,0,2.29,4470,3.3,40.3506,-80.0835,80000,Tennessee
Denver Park,5,2.5,30.2,10,1,0,15.0,4281,3.9,32.0363,-111.0634,605869,Colorado
Phoenix Valley,4,2.5,12.493333333333334,21,1,0,15.0,3047,3.9,29.3959,-102.4634,606183,Arizona
Phoenix Valley,3,2.0,22.84,58,1,0,15.0,4226,3.9,28.86,-123.8271,633138,Arizona
Austin Heights,5,1.0,33.153333333333336,9,1,0,15.0,3512,5.7,38.7527,-99.2576,2379962,Texas
Austin Heights,3,3.0,28.586666666666666,17,1,0,15.0,4108,1.5,28.4743,-89.1787,2214583,Texas
Atlanta Central,3,2.0,18.673333333333332,77,1,0,15.0,755,4.5,27.2206,-111.1369,628141,Georgia
Dallas Park Cities,4,2.0,26.85333333333333,47,1,0,6.48,4166,4.5,42.243,-80.523,226748,Texas
Beverly Hills,3,2.0,25.473333333333333,5,1,0,15.0,1464,2.1,32.9065,-74.0593,1546012,California
Phoenix Valley,3,2.0,15.726666666666667,69,1,0,12.61,4923,4.8,45.5744,-93.6126,441382,Arizona
Beverly Hills,3,2.5,26.88,42,1,0,15.0,4848,4.6,36.417,-111.5768,1120997,California
Boston Back Bay,3,1.0,23.46,39,1,0,10.93,748,3.9,28.031,-86.21,382471,Massachusetts
Denver Park,4,3.0,22.766666666666666,80,1,1,15.0,3432,1.0,29.4335,-108.7967,547453,Colorado
Portland Pearl,3,1.5,22.753333333333334,26,1,0,8.22,2227,5.4,45.2738,-116.0464,287689,Oregon
Boston Back Bay,3,4.0,21.253333333333334,31,0,1,9.15,1646,4.3,27.888,-109.3145,320154,Massachusetts
Portland Pearl,3,2.5,26.16,47,1,0,4.9,4857,4.6,32.2571,-100.8544,171551,Oregon
Miami Beach,3,1.0,20.073333333333334,20,1,0,8.52,2306,1.0,31.9787,-112.5872,298336,Florida
Chicago North,3,2.5,23.206666666666667,11,1,0,14.46,2987,3.2,47.7177,-106.4504,505930,Illinois
Nashville Hills,5,2.0,26.686666666666667,12,1,0,2.42,1910,1.8,47.4119,-103.2408,84635,Tennessee
Seattle Eastside,4,4.0,20.993333333333332,25,1,1,8.26,3570,5.9,40.9176,-83.5379,289178,Washington
Austin Downtown,3,3.0,22.913333333333334,7,1,0,5.44,1636,2.3,30.4168,-77.8295,190285,Texas
Austin Downtown,4,2.0,21.213333333333335,41,1,0,7.11,2128,6.2,29.1235,-79.6305,248940,Texas
Boston Back Bay,1,2.0,18.266666666666666,80,1,0,6.51,3673,5.4,26.3822,-114.3728,227745,Massachusetts
San Diego Coastal,3,4.0,25.153333333333332,21,1,0,10.64,1453,4.3,26.4099,-80.4635,372329,California
Denver Park,3,2.5,17.913333333333334,4,1,0,15.0,4031,5.7,46.6387,-89.7706,636359,Colorado
Nashville Hills,3,2.0,23.14,4,0,0,4.88,4902,2.6,38.8809,-111.9211,170899,Tennessee
San Diego Coastal,4,2.0,21.893333333333334,14,1,1,13.28,3667,2.9,29.561,-104.3197,464722,California
Dallas Park Cities,5,2.0,21.44,47,1,0,2.76,2127,5.4,42.9704,-105.9977,96750,Texas
Phoenix Valley,3,2.5,18.813333333333333,38,1,0,15.0,1316,2.6,26.7576,-101.0669,852715,Arizona
Portland Pearl,3,2.5,21.726666666666667,33,1,0,6.23,3023,2.0,37.015,-78.5336,217974,Oregon
Seattle Eastside,4,3.0,28.78,61,1,0,11.65,2470,3.5,29.503,-102.3616,407833,Washington
Austin Heights,3,2.5,22.793333333333333,32,1,0,15.0,1597,2.7,35.3184,-121.9935,978586,Texas
Austin Heights,2,2.5,22.84,50,1,0,15.0,2151,6.8,30.2686,-84.4467,1670560,Texas
Boston Back Bay,5,2.0,24.766666666666666,80,1,1,10.45,4851,5.2,28.1395,-81.7136,365778,Massachusetts
Phoenix Valley,4,3.0,23.986666666666668,14,1,0,15.0,1259,3.1,46.3176,-93.5245,637956,Arizona
Palo Alto,5,2.0,33.333333333333336,9,1,0,15.0,1662,2.5,46.1583,-98.868,1235783,California
Chicago North,3,3.0,11.7,18,1,0,11.29,2068,4.5,36.3457,-82.5343,395155,Illinois
Miami Beach,1,2.0,11.586666666666666,13,1,0,8.35,4612,5.8,43.0825,-123.7856,292329,Florida
Phoenix Valley,3,2.5,16.28,67,1,0,11.1,2112,4.4,29.6403,-92.8691,388347,Arizona
Austin Downtown,5,3.0,28.953333333333333,71,1,0,4.14,1813,2.6,34.1302,-72.6434,144987,Texas
Portland Pearl,2,3.0,15.68,45,1,1,3.85,1838,1.8,30.1875,-81.3138,134775,Oregon
Seattle Eastside,2,2.0,21.206666666666667,11,1,0,15.0,4761,3.4,26.9266,-109.8463,605595,Washington
Austin Downtown,2,2.5,19.36,69,1,1,4.85,2092,4.5,34.7491,-74.5274,169888,Texas
Chicago North,4,2.0,19.033333333333335,74,1,1,12.02,2152,3.3,42.1328,-113.8645,420645,Illinois
Austin Heights,4,1.0,22.86,33,1,0,15.0,2139,5.5,42.1305,-94.9185,1557727,Texas
Beverly Hills,4,3.0,25.993333333333332,54,1,1,15.0,4424,4.8,35.1979,-90.6253,936867,California
Austin Downtown,2,3.0,21.94,49,1,0,2.29,3696,4.4,35.2654,-123.128,80000,Texas
Austin Downtown,4,1.0,33.333333333333336,43,1,0,7.57,3199,4.8,38.8667,-118.0016,264778,Texas
Portland Pearl,3,3.0,25.746666666666666,29,1,0,4.41,1459,1.9,46.4616,-95.061,154381,Oregon
Palo Alto,2,2.0,12.6,23,1,0,15.0,1012,3.3,28.4514,-115.0503,1552635,California
Phoenix Valley,3,3.0,21.493333333333332,23,1,0,15.0,896,2.4,34.313,-101.9468,823811,Arizona
Beverly Hills,3,3.0,22.96,29,1,1,15.0,1830,4.6,45.8307,-86.1809,1435186,California
Beverly Hills,3,3.0,19.226666666666667,61,1,0,15.0,4062,2.5,37.6202,-90.605,1022162,California
Denver Park,5,3.0,32.50666666666667,67,1,0,15.0,3923,4.1,43.2367,-76.9166,928666,Colorado
Boston Back Bay,3,4.0,9.88,10,1,0,15.0,4020,3.8,35.6405,-74.3355,569463,Massachusetts
Beverly Hills,3,2.5,24.946666666666665,5,1,1,15.0,3503,4.9,46.1842,-74.0372,2077387,California
Austin Downtown,4,2.0,23.453333333333333,39,0,0,6.2,2820,2.2,45.4761,-103.4185,216888,Texas
Chicago North,4,2.0,25.413333333333334,62,1,0,6.95,2102,4.7,35.2569,-118.2943,243117,Illinois
Denver Park,1,3.0,21.813333333333333,45,1,0,9.89,3770,2.4,25.1152,-88.3063,346187,Colorado
Seattle Eastside,4,1.5,19.266666666666666,67,1,1,9.08,1379,2.6,38.0217,-74.4546,317665,Washington
Portland Pearl,3,3.0,23.453333333333333,58,1,0,10.03,808,3.8,29.6902,-82.6905,351043,Oregon
Phoenix Valley,3,2.0,26.233333333333334,57,1,0,15.0,4229,5.8,30.5328,-86.6637,592395,Arizona
Beverly Hills,4,3.0,26.906666666666666,44,0,0,15.0,2635,2.7,34.884,-80.8572,1805474,California
Beverly Hills,4,2.0,17.386666666666667,5,1,0,15.0,3300,1.3,35.3497,-102.4602,1919776,California
Nashville Hills,3,3.0,29.2,15,1,0,4.89,4806,2.6,44.7952,-97.4031,171263,Tennessee
Palo Alto,2,4.0,16.866666666666667,60,1,1,15.0,3568,3.4,25.7196,-114.0066,1533730,California
Miami Beach,3,2.0,19.18,25,1,0,11.35,3939,6.8,31.7868,-88.0651,397197,Florida
Atlanta Central,3,2.5,20.34,58,1,0,15.0,2655,4.6,39.5433,-105.8612,665487,Georgia
Portland Pearl,5,2.0,27.96,28,1,1,13.23,1933,2.9,39.3056,-110.2896,463107,Oregon
Beverly Hills,3,3.0,15.646666666666667,2,1,0,15.0,2076,3.8,32.3086,-111.2128,1039177,California
Dallas Park Cities,5,3.0,30.873333333333335,55,1,0,3.21,4553,6.4,29.0927,-96.9109,112197,Texas
San Diego Coastal,3,2.0,18.813333333333333,72,1,0,7.5,2220,3.6,31.3714,-95.3014,262384,California
Chicago North,4,1.0,29.573333333333334,36,0,0,13.84,4701,3.7,45.5237,-79.5567,484315,Illinois
Denver Park,2,2.0,20.76,11,0,0,15.0,640,3.4,31.0458,-74.6018,529519,Colorado
Austin Downtown,3,1.5,30.666666666666668,34,1,0,4.53,1817,5.0,36.3103,-107.9968,158624,Texas
Phoenix Valley,2,3.0,16.866666666666667,77,1,0,14.51,4746,3.2,46.6732,-106.7496,508015,Arizona
Seattle Eastside,1,2.0,9.713333333333333,26,1,1,13.12,3109,5.3,27.7236,-109.5345,459342,Washington
Atlanta Central,5,3.0,22.16,6,0,0,15.0,2149,5.6,45.0269,-108.387,829134,Georgia
Denver Park,4,4.0,33.333333333333336,62,0,0,15.0,1290,4.9,42.0976,-84.9332,534285,Colorado
Chicago North,4,3.0,29.526666666666667,20,1,0,12.18,2673,3.7,36.1647,-90.3996,426445,Illinois
Austin Heights,3,2.5,18.30666666666667,3,1,1,15.0,4808,1.9,46.8257,-120.7191,1980990,Texas
Beverly Hills,4,2.0,33.333333333333336,56,1,0,15.0,2107,3.7,26.7115,-93.5105,1133270,California
Phoenix Valley,4,3.0,33.22666666666667,28,1,0,15.0,2667,3.0,44.6556,-78.3751,1043461,Arizona
Palo Alto,4,2.5,18.786666666666665,11,1,1,15.0,2098,2.8,29.5467,-121.6891,986147,California
Chicago North,4,4.0,21.98,5,1,0,15.0,4373,3.6,33.1466,-75.199,599212,Illinois
Nashville Hills,4,2.0,25.293333333333333,15,1,1,9.59,3585,4.7,27.8141,-110.8759,335739,Tennessee
Austin Heights,3,1.0,16.286666666666665,12,1,0,15.0,3275,3.1,36.3917,-106.9731,1714078,Texas
Beverly Hills,6,4.0,33.333333333333336,1,1,1,15.0,3516,1.9,28.889,-103.0276,2500000,California
Palo Alto,1,3.0,17.793333333333333,30,1,0,15.0,2352,2.6,30.8674,-117.1744,770303,California
Seattle Eastside,3,2.0,14.673333333333334,67,1,1,13.09,4146,6.5,26.3714,-119.5842,457983,Washington
Phoenix Valley,5,2.5,31.56,32,1,0,15.0,3261,4.8,32.0173,-111.7656,992318,Arizona
Seattle Eastside,2,1.0,24.226666666666667,4,1,0,13.89,823,2.6,28.7687,-124.7035,486236,Washington
Beverly Hills,2,2.5,20.133333333333333,71,1,1,15.0,2181,5.9,40.763,-93.2512,666676,California
Phoenix Valley,3,2.0,21.593333333333334,51,0,0,15.0,4433,3.6,39.6781,-117.6038,669378,Arizona
Chicago North,3,2.0,18.433333333333334,78,0,0,8.21,1646,7.4,40.3056,-119.8658,287427,Illinois
Chicago North,5,2.0,33.333333333333336,47,1,0,15.0,4805,4.4,40.5483,-94.0223,693028,Illinois
Boston Back Bay,4,2.0,19.72,39,1,0,10.63,4167,4.8,27.3727,-92.4057,372072,Massachusetts
Portland Pearl,3,2.0,23.293333333333333,41,1,0,7.79,4950,5.3,29.9181,-88.706,272656,Oregon
Seattle Eastside,6,2.0,33.333333333333336,1,1,0,15.0,4089,6.2,41.9619,-97.2924,585311,Washington
Nashville Hills,4,2.0,32.0,31,1,0,2.86,1079,3.3,36.0903,-76.3622,100114,Tennessee
Seattle Eastside,5,2.5,26.886666666666667,36,1,0,14.29,1358,6.1,39.4923,-118.1327,500137,Washington
Denver Park,3,2.5,19.34,24,1,0,15.0,2690,3.1,26.3019,-81.754,541194,Colorado
Denver Park,3,2.5,15.373333333333333,67,1,0,13.48,2112,3.5,33.8852,-102.3839,471823,Colorado
Phoenix Valley,1,2.0,16.326666666666668,77,1,0,8.62,4725,4.0,35.0741,-75.3099,301746,Arizona
Boston Back Bay,1,1.0,11.733333333333333,39,1,0,9.22,4319,5.4,40.9241,-112.1008,322529,Massachusetts
Denver Park,4,3.0,21.4,63,0,0,15.0,3915,3.5,45.9774,-72.8736,685615,Colorado
Dallas Park Cities,2,3.0,13.906666666666666,18,1,0,3.39,4734,6.5,38.2143,-77.3055,118580,Texas
Seattle Eastside,3,4.0,24.86,74,1,0,8.92,770,6.0,42.5056,-115.4756,312098,Washington
Nashville Hills,4,4.0,20.113333333333333,57,1,0,5.36,3658,4.1,39.8004,-101.0795,187642,Tennessee
San Diego Coastal,1,2.5,8.586666666666666,59,1,0,4.92,4416,2.6,45.9278,-111.6308,172314,California
Atlanta Central,3,3.0,26.78,48,1,0,15.0,4888,5.5,43.6481,-117.1875,738706,Georgia
Denver Park,4,2.0,25.113333333333333,67,1,0,13.91,4273,1.0,30.688,-103.659,486964,Colorado
Portland Pearl,5,3.0,33.333333333333336,43,1,0,6.18,4140,5.1,30.113,-95.5661,216299,Oregon
Phoenix Valley,3,4.0,20.08,78,1,0,12.58,4010,2.8,45.9736,-102.9131,440345,Arizona
Denver Park,6,3.0,33.333333333333336,53,1,0,15.0,1077,5.9,38.7413,-106.7568,867195,Colorado
Dallas Park Cities,4,2.0,26.833333333333332,37,0,0,5.74,2353,1.9,35.3412,-106.9665,200749,Texas
Seattle Eastside,4,2.0,33.333333333333336,17,1,1,15.0,4441,3.0,41.1032,-116.1433,729680,Washington
Beverly Hills,3,2.0,28.96,73,1,0,15.0,3345,4.7,31.4795,-112.749,914491,California
Seattle Eastside,4,2.0,32.14666666666667,5,0,0,15.0,1670,4.9,43.5977,-95.8819,683555,Washington
Chicago North,4,3.0,22.64,4,1,1,15.0,3721,3.1,37.1381,-116.2514,737968,Illinois
Nashville Hills,3,2.5,16.733333333333334,3,1,0,6.71,617,3.5,45.0326,-79.3783,234687,Tennessee
San Diego Coastal,6,2.0,33.333333333333336,9,1,0,15.0,2284,5.4,39.8051,-84.5109,544690,California
Austin Heights,5,2.5,33.333333333333336,20,1,0,15.0,3894,5.5,30.985,-70.613,2269120,Texas
Austin Heights,3,2.0,28.2,40,1,0,15.0,4028,3.5,47.2056,-107.5792,1726043,Texas
Miami Beach,4,2.5,26.066666666666666,23,1,0,2.29,2791,3.1,34.2559,-114.9683,80000,Florida
Beverly Hills,3,2.0,25.88,37,1,0,15.0,1729,1.9,42.6165,-120.8466,1811231,California
Phoenix Valley,4,2.0,29.973333333333333,36,1,0,15.0,2734,4.4,30.8773,-105.7524,972921,Arizona
Austin Heights,4,2.5,26.793333333333333,36,1,1,15.0,1326,5.2,34.5928,-74.348,1601785,Texas
Beverly Hills,1,2.5,15.02,5,1,0,15.0,4712,4.2,41.9805,-92.4842,1785731,California
Dallas Park Cities,2,3.0,18.52,43,1,1,3.87,4365,2.6,41.014,-72.2802,135616,Texas
Palo Alto,3,2.0,17.793333333333333,24,1,0,15.0,3749,6.7,46.5969,-74.7291,1579735,California
Beverly Hills,5,2.5,26.34,44,1,0,15.0,2026,1.0,43.3499,-104.1142,1409350,California
Dallas Park Cities,3,2.0,18.253333333333334,5,0,1,7.5,1145,5.3,32.4562,-100.9143,262609,Texas
Austin Heights,5,2.0,21.466666666666665,70,1,0,15.0,755,4.3,44.8558,-108.5354,1349057,Texas
Nashville Hills,3,2.5,22.76,58,1,0,5.03,2224,4.7,46.1846,-84.195,176027,Tennessee
Beverly Hills,3,2.5,21.78,28,1,0,15.0,4247,2.8,46.9442,-93.6835,1555218,California
Austin Heights,5,3.0,33.333333333333336,29,1,0,15.0,2164,3.8,45.7106,-121.5118,1443078,Texas
Palo Alto,4,2.0,32.72,26,1,1,15.0,4095,4.4,40.9935,-74.4728,1085441,California
San Diego Coastal,3,3.0,29.06,80,1,0,4.96,1295,3.9,43.3037,-81.7982,173586,California
Miami Beach,1,2.0,21.56,57,1,1,4.51,4110,1.3,39.9006,-73.687,157807,Florida
Seattle Eastside,2,2.5,13.96,37,1,0,13.47,846,6.6,32.3534,-111.2798,471492,Washington
Denver Park,2,3.0,10.36,52,1,1,15.0,2033,5.0,43.7702,-83.5854,780774,Colorado
Palo Alto,3,2.5,26.96,6,1,0,15.0,1175,4.1,30.2341,-90.1379,1747565,California
Boston Back Bay,4,3.0,33.333333333333336,67,1,0,8.02,3214,4.1,34.92,-118.225,280713,Massachusetts
Denver Park,3,3.0,30.293333333333333,48,1,1,15.0,1344,6.5,32.9005,-110.7236,769656,Colorado
Boston Back Bay,2,2.0,20.58,25,1,0,15.0,562,2.9,28.9594,-114.4531,570197,Massachusetts
San Diego Coastal,3,4.0,11.346666666666666,56,1,0,5.81,1948,2.5,43.3749,-116.5642,203372,California
Nashville Hills,3,3.0,23.946666666666665,1,1,1,6.34,510,5.3,35.8543,-89.2838,221778,Tennessee
Seattle Eastside,6,2.0,33.333333333333336,40,1,0,10.91,2207,4.7,37.1207,-77.367,381917,Washington
Beverly Hills,3,1.0,28.673333333333332,76,1,0,15.0,1666,2.5,36.5469,-70.6672,1019653,California
Phoenix Valley,2,2.0,25.62,61,1,0,15.0,4699,5.6,40.8555,-113.1735,660435,Arizona
Nashville Hills,4,3.0,30.846666666666668,4,1,1,6.71,2863,4.4,29.0456,-87.9174,234730,Tennessee
Seattle Eastside,5,4.0,26.866666666666667,48,1,0,12.88,2479,2.7,36.5186,-120.693,450784,Washington
Miami Beach,4,3.0,20.506666666666668,55,1,0,7.92,3201,4.7,30.9857,-111.8531,277167,Florida
Chicago North,4,2.0,28.846666666666668,43,1,0,15.0,1116,4.5,47.3481,-78.3942,550883,Illinois
Austin Heights,5,1.0,25.773333333333333,26,1,0,15.0,1100,3.9,26.3841,-73.2164,1192412,Texas
Dallas Park Cities,4,2.0,33.333333333333336,55,0,0,2.88,1193,4.6,46.3532,-71.6138,100764,Texas
Portland Pearl,6,2.0,24.906666666666666,34,1,1,12.94,4404,4.9,26.3781,-99.4542,452796,Oregon
Austin Downtown,1,1.5,17.02,76,0,1,2.29,3853,5.4,27.5131,-84.5304,80000,Texas
Nashville Hills,4,1.5,27.7,68,1,1,2.29,4817,4.2,45.8441,-104.6979,80000,Tennessee
Phoenix Valley,5,1.5,28.893333333333334,73,1,0,13.8,4156,3.6,39.9006,-86.4449,483118,Arizona
Denver Park,5,2.0,25.06,34,1,0,15.0,1036,4.4,32.4615,-116.6295,864907,Colorado
Denver Park,3,3.0,11.0,55,1,0,10.74,1243,5.8,38.5324,-118.2836,375813,Colorado
Dallas Park Cities,4,2.0,23.16,12,1,0,5.89,4207,4.9,28.8215,-70.8904,206148,Texas
Boston Back Bay,2,2.0,15.253333333333334,61,1,0,9.83,2961,3.5,26.4919,-107.866,343961,Massachusetts
Chicago North,4,2.5,31.926666666666666,61,1,0,8.46,3264,4.1,26.1323,-75.6557,296090,Illinois
Austin Downtown,3,4.0,17.82,63,0,0,3.62,1551,6.5,31.2105,-123.7499,126839,Texas
Miami Beach,4,3.0,28.413333333333334,2,1,0,6.28,2760,5.1,29.1262,-79.269,219777,Florida
Dallas Park Cities,4,2.5,19.106666666666666,37,1,0,2.29,4559,4.2,34.2764,-73.4823,80000,Texas
Austin Downtown,3,2.5,24.56,22,1,0,2.78,2700,5.7,45.1633,-124.1446,97162,Texas
Palo Alto,3,2.5,10.06,74,1,1,15.0,3595,3.2,33.7068,-103.5906,1278879,California
Atlanta Central,3,2.5,33.17333333333333,44,1,0,15.0,3874,4.5,34.167,-80.5451,792616,Georgia
Portland Pearl,4,2.0,25.246666666666666,49,1,0,6.11,4661,6.8,27.7778,-124.7537,213959,Oregon
Nashville Hills,4,2.5,11.093333333333334,36,1,0,2.79,1440,5.0,47.7402,-108.2324,97817,Tennessee
Austin Heights,4,2.0,22.166666666666668,10,1,0,15.0,4597,6.4,28.3407,-110.7976,1950947,Texas
Phoenix Valley,2,2.0,13.326666666666666,50,1,0,15.0,3240,3.9,32.7811,-117.6453,544591,Arizona
Boston Back Bay,4,2.0,22.5,49,1,1,10.81,4249,3.3,46.7521,-120.1616,378206,Massachusetts
Portland Pearl,4,2.0,24.053333333333335,31,1,1,8.28,1676,5.7,35.4633,-111.3066,289653,Oregon
Palo Alto,1,2.0,10.46,51,1,0,15.0,1030,1.3,32.7763,-114.003,1026374,California
Miami Beach,3,2.5,17.64,32,1,0,6.02,883,4.3,41.4487,-71.4078,210589,Florida
Phoenix Valley,3,2.0,15.82,53,1,0,15.0,2225,5.5,25.7596,-123.7844,578519,Arizona
Denver Park,3,1.5,26.38,28,1,1,15.0,2987,4.8,32.3875,-117.8766,712730,Colorado
Seattle Eastside,2,2.0,24.4,62,1,0,4.09,1795,1.0,38.3453,-80.607,143077,Washington
Chicago North,3,2.0,20.64,71,1,0,10.03,1708,2.0,47.7932,-83.0629,350996,Illinois
Miami Beach,1,2.5,13.9,39,1,1,3.48,4172,3.8,47.2536,-99.2461,121805,Florida
Phoenix Valley,2,2.0,11.986666666666666,2,1,0,15.0,3841,4.7,39.4023,-103.8098,617502,Arizona
Nashville Hills,3,1.0,22.373333333333335,55,0,0,2.29,3354,4.8,32.8226,-105.9508,80000,Tennessee
Palo Alto,4,1.5,27.22,76,1,0,15.0,3426,4.0,37.6512,-71.4585,839574,California
Nashville Hills,3,2.0,20.826666666666668,57,1,0,3.1,4308,5.1,46.479,-77.3144,108608,Tennessee
Beverly Hills,3,1.5,24.106666666666666,29,1,0,15.0,1509,4.7,40.345,-110.6031,1762454,California
Portland Pearl,4,2.0,27.64,46,0,0,3.44,4728,3.8,28.4317,-99.6377,120364,Oregon
Atlanta Central,3,2.5,16.373333333333335,30,1,0,15.0,4377,4.8,47.3455,-83.9726,674242,Georgia
Atlanta Central,2,3.0,24.36,62,1,0,15.0,2047,3.0,45.7507,-79.6351,576861,Georgia
Beverly Hills,3,2.5,20.886666666666667,59,1,0,15.0,2061,5.0,29.9859,-118.2909,631127,California
San Diego Coastal,3,1.0,30.933333333333334,51,1,0,5.3,1330,2.7,40.1074,-72.4303,185580,California
Austin Heights,4,2.0,28.24,32,1,0,15.0,3690,4.7,45.1992,-79.9353,938891,Texas
Miami Beach,3,3.0,32.50666666666667,14,1,0,3.56,1867,4.7,30.072,-97.3048,124606,Florida
San Diego Coastal,3,2.0,28.266666666666666,50,1,0,4.42,1702,3.6,46.2438,-97.4661,154720,California
Nashville Hills,4,3.0,27.206666666666667,27,1,0,3.61,3525,5.0,29.1411,-97.1099,126265,Tennessee
San Diego Coastal,6,2.0,30.14,73,1,0,6.85,1384,6.3,33.2149,-80.1318,239634,California
Phoenix Valley,3,1.5,18.253333333333334,6,1,0,15.0,1008,2.5,46.6919,-94.9453,825073,Arizona
Portland Pearl,3,2.0,24.84,68,1,0,7.7,4371,5.4,46.7733,-80.3098,269456,Oregon
Nashville Hills,3,3.0,22.76,63,1,1,4.86,678,5.6,25.5355,-77.5055,170107,Tennessee
